"YEAR","START_DATE","END_DATE","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES","MONTH"
2023,"2023-08-01","2023-08-31","NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued",7,0,0,8
2023,"2023-08-01","2023-08-31","NSW","Major Cities of Australia","0-16","mobile_phone_use","Police issued",1,0,1,8
2023,"2023-08-01","2023-08-31","NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued",298,0,2,8
2023,"2023-08-01","2023-08-31","NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued",298,0,8,8
2023,"2023-08-01","2023-08-31","NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued",227,0,3,8
2023,"2023-08-01","2023-08-31","NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued",14,0,0,8
2023,"2023-08-01","2023-08-31","NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued",4,0,0,8
2023,"2023-08-01","2023-08-31","NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued",12,0,0,8
2023,"2023-08-01","2023-08-31","NSW","Outer Regional Australia","40-64","mobile_phone_use","Police issued",4,0,0,8
2023,"2023-08-01","2023-08-31","NSW","Outer Regional Australia","65 and over","mobile_phone_use","Police issued",3,0,0,8
2023,"2023-08-01","2023-08-31","NSW","Remote Australia","26-39","mobile_phone_use","Police issued",1,0,0,8
2023,"2023-08-01","2023-08-31","NSW","Unknown","17-25","mobile_phone_use","Police issued",4,0,0,8
2023,"2023-08-01","2023-08-31","NSW","Unknown","26-39","mobile_phone_use","Police issued",1,0,0,8
2023,"2023-08-01","2023-08-31","NSW","Very Remote Australia","40-64","mobile_phone_use","Police issued",1,0,0,8
2023,"2023-08-01","2023-08-31","NT","Unknown","17-25","mobile_phone_use","Police issued",2,1,1,8
2023,"2023-08-01","2023-08-31","NT","Unknown","26-39","mobile_phone_use","Police issued",6,0,0,8
2023,"2023-08-01","2023-08-31","NT","Unknown","40-64","mobile_phone_use","Police issued",10,0,0,8
2023,"2023-08-01","2023-08-31","NT","Unknown","65 and over","mobile_phone_use","Police issued",2,0,0,8
2023,"2023-08-01","2023-08-31","SA","Unknown","0-16","mobile_phone_use","Police issued",0,0,0,8
2023,"2023-08-01","2023-08-31","SA","Unknown","17-25","mobile_phone_use","Police issued",108,0,0,8
2023,"2023-08-01","2023-08-31","SA","Unknown","26-39","mobile_phone_use","Police issued",187,0,0,8
2023,"2023-08-01","2023-08-31","SA","Unknown","40-64","mobile_phone_use","Police issued",148,0,0,8
2023,"2023-08-01","2023-08-31","SA","Unknown","65 and over","mobile_phone_use","Police issued",29,0,0,8
2023,"2023-08-01","2023-08-31","TAS","Unknown","17-25","mobile_phone_use","Fixed or mobile camera",1,0,0,8
2023,"2023-08-01","2023-08-31","TAS","Unknown","17-25","mobile_phone_use","Police issued",29,0,1,8
2023,"2023-08-01","2023-08-31","TAS","Unknown","26-39","mobile_phone_use","Fixed or mobile camera",11,0,0,8
2023,"2023-08-01","2023-08-31","TAS","Unknown","26-39","mobile_phone_use","Police issued",55,0,2,8
2023,"2023-08-01","2023-08-31","TAS","Unknown","40-64","mobile_phone_use","Fixed or mobile camera",16,0,0,8
2023,"2023-08-01","2023-08-31","TAS","Unknown","40-64","mobile_phone_use","Police issued",35,0,0,8
2023,"2023-08-01","2023-08-31","TAS","Unknown","65 and over","mobile_phone_use","Police issued",8,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Inner Regional Australia","17-25","mobile_phone_use","Police issued",36,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Inner Regional Australia","26-39","mobile_phone_use","Police issued",72,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Inner Regional Australia","40-64","mobile_phone_use","Police issued",57,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Inner Regional Australia","65 and over","mobile_phone_use","Police issued",5,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Major Cities of Australia","17-25","mobile_phone_use","Police issued",246,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Major Cities of Australia","26-39","mobile_phone_use","Police issued",686,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Major Cities of Australia","40-64","mobile_phone_use","Police issued",546,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Major Cities of Australia","65 and over","mobile_phone_use","Police issued",51,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Outer Regional Australia","17-25","mobile_phone_use","Police issued",11,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Outer Regional Australia","26-39","mobile_phone_use","Police issued",28,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Outer Regional Australia","40-64","mobile_phone_use","Police issued",22,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Outer Regional Australia","65 and over","mobile_phone_use","Police issued",1,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Unknown","17-25","mobile_phone_use","Police issued",5,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Unknown","26-39","mobile_phone_use","Police issued",4,0,0,8
2023,"2023-08-01","2023-08-31","VIC","Unknown","40-64","mobile_phone_use","Police issued",7,0,0,8
2023,"2023-08-01","2023-08-31","WA","Unknown","17-25","mobile_phone_use","Police issued",48,0,0,8
2023,"2023-08-01","2023-08-31","WA","Unknown","17-25","mobile_phone_use","Unknown",0,1,2,8
2023,"2023-08-01","2023-08-31","WA","Unknown","26-39","mobile_phone_use","Police issued",107,0,0,8
2023,"2023-08-01","2023-08-31","WA","Unknown","26-39","mobile_phone_use","Unknown",0,2,8,8
2023,"2023-08-01","2023-08-31","WA","Unknown","40-64","mobile_phone_use","Police issued",96,0,0,8
2023,"2023-08-01","2023-08-31","WA","Unknown","40-64","mobile_phone_use","Unknown",0,0,5,8
2023,"2023-08-01","2023-08-31","WA","Unknown","65 and over","mobile_phone_use","Police issued",3,0,0,8
2023,"2023-09-01","2023-09-30","ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued",5,0,0,9
2023,"2023-09-01","2023-09-30","ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued",10,0,0,9
2023,"2023-09-01","2023-09-30","ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued",10,0,0,9
2023,"2023-09-01","2023-09-30","ACT","Major Cities of Australia","65 and over","mobile_phone_use","Police issued",1,0,0,9
2023,"2023-09-01","2023-09-30","NSW","Inner Regional Australia","0-16","mobile_phone_use","Police issued",1,0,0,9
2023,"2023-09-01","2023-09-30","NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued",35,0,0,9
2023,"2023-09-01","2023-09-30","NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued",55,0,1,9
2023,"2023-09-01","2023-09-30","NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued",43,0,5,9
2023,"2023-09-01","2023-09-30","NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued",5,0,0,9
2023,"2023-09-01","2023-09-30","NSW","Major Cities of Australia","0-16","mobile_phone_use","Police issued",1,0,0,9
2023,"2023-09-01","2023-09-30","NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued",257,0,5,9
2023,"2023-09-01","2023-09-30","NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued",290,0,12,9
2023,"2023-09-01","2023-09-30","NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued",195,0,4,9
2023,"2023-09-01","2023-09-30","NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued",19,0,0,9
2023,"2023-09-01","2023-09-30","NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued",12,0,0,9
2023,"2023-09-01","2023-09-30","NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued",8,0,0,9
2023,"2023-09-01","2023-09-30","NSW","Outer Regional Australia","40-64","mobile_phone_use","Police issued",9,0,0,9
2023,"2023-09-01","2023-09-30","NSW","Remote Australia","65 and over","mobile_phone_use","Police issued",1,0,0,9
2023,"2023-09-01","2023-09-30","NSW","Unknown","17-25","mobile_phone_use","Police issued",1,0,0,9
2023,"2023-09-01","2023-09-30","NT","Unknown","17-25","mobile_phone_use","Police issued",4,0,0,9
2023,"2023-09-01","2023-09-30","NT","Unknown","26-39","mobile_phone_use","Police issued",6,0,0,9
2023,"2023-09-01","2023-09-30","NT","Unknown","40-64","mobile_phone_use","Police issued",2,0,0,9
2023,"2023-09-01","2023-09-30","NT","Unknown","65 and over","mobile_phone_use","Police issued",1,0,0,9
2023,"2023-09-01","2023-09-30","SA","Unknown","0-16","mobile_phone_use","Police issued",0,0,0,9
2023,"2023-09-01","2023-09-30","SA","Unknown","17-25","mobile_phone_use","Police issued",107,0,0,9
2023,"2023-09-01","2023-09-30","SA","Unknown","26-39","mobile_phone_use","Police issued",178,0,0,9
2023,"2023-09-01","2023-09-30","SA","Unknown","40-64","mobile_phone_use","Police issued",171,0,0,9
2023,"2023-09-01","2023-09-30","SA","Unknown","65 and over","mobile_phone_use","Police issued",37,0,0,9
2023,"2023-09-01","2023-09-30","TAS","Unknown","17-25","mobile_phone_use","Fixed or mobile camera",12,0,0,9
2023,"2023-09-01","2023-09-30","TAS","Unknown","17-25","mobile_phone_use","Police issued",21,0,0,9
2023,"2023-09-01","2023-09-30","TAS","Unknown","26-39","mobile_phone_use","Fixed or mobile camera",38,0,0,9
2023,"2023-09-01","2023-09-30","TAS","Unknown","26-39","mobile_phone_use","Police issued",44,0,2,9
2023,"2023-09-01","2023-09-30","TAS","Unknown","40-64","mobile_phone_use","Fixed or mobile camera",54,0,0,9
2023,"2023-09-01","2023-09-30","TAS","Unknown","40-64","mobile_phone_use","Police issued",32,0,0,9
2023,"2023-09-01","2023-09-30","TAS","Unknown","65 and over","mobile_phone_use","Fixed or mobile camera",6,0,0,9
2023,"2023-09-01","2023-09-30","TAS","Unknown","65 and over","mobile_phone_use","Police issued",7,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Inner Regional Australia","17-25","mobile_phone_use","Police issued",30,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Inner Regional Australia","26-39","mobile_phone_use","Police issued",65,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Inner Regional Australia","40-64","mobile_phone_use","Police issued",36,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Inner Regional Australia","65 and over","mobile_phone_use","Police issued",4,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Major Cities of Australia","17-25","mobile_phone_use","Police issued",256,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Major Cities of Australia","26-39","mobile_phone_use","Police issued",608,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Major Cities of Australia","40-64","mobile_phone_use","Police issued",412,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Major Cities of Australia","65 and over","mobile_phone_use","Police issued",47,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Outer Regional Australia","17-25","mobile_phone_use","Police issued",12,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Outer Regional Australia","26-39","mobile_phone_use","Police issued",13,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Outer Regional Australia","40-64","mobile_phone_use","Police issued",11,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Outer Regional Australia","65 and over","mobile_phone_use","Police issued",5,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Unknown","17-25","mobile_phone_use","Police issued",1,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Unknown","26-39","mobile_phone_use","Police issued",6,0,0,9
2023,"2023-09-01","2023-09-30","VIC","Unknown","40-64","mobile_phone_use","Police issued",2,0,0,9
2023,"2023-09-01","2023-09-30","WA","Unknown","17-25","mobile_phone_use","Police issued",42,0,0,9
2023,"2023-09-01","2023-09-30","WA","Unknown","17-25","mobile_phone_use","Unknown",0,0,2,9
2023,"2023-09-01","2023-09-30","WA","Unknown","26-39","mobile_phone_use","Police issued",64,0,0,9
2023,"2023-09-01","2023-09-30","WA","Unknown","26-39","mobile_phone_use","Unknown",0,0,11,9
2023,"2023-09-01","2023-09-30","WA","Unknown","40-64","mobile_phone_use","Police issued",65,0,0,9
2023,"2023-09-01","2023-09-30","WA","Unknown","40-64","mobile_phone_use","Unknown",0,0,2,9
2023,"2023-09-01","2023-09-30","WA","Unknown","65 and over","mobile_phone_use","Police issued",12,0,0,9
2023,"2023-09-01","2023-09-30","WA","Unknown","65 and over","mobile_phone_use","Unknown",0,0,1,9
2023,"2023-10-01","2023-10-31","ACT","Major Cities of Australia","0-16","mobile_phone_use","Police issued",1,0,0,10
2023,"2023-10-01","2023-10-31","ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued",4,0,0,10
2023,"2023-10-01","2023-10-31","ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued",15,0,0,10
2023,"2023-10-01","2023-10-31","ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued",5,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued",49,0,1,10
2023,"2023-10-01","2023-10-31","NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued",62,0,1,10
2023,"2023-10-01","2023-10-31","NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued",40,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued",2,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Major Cities of Australia","0-16","mobile_phone_use","Police issued",1,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued",264,0,1,10
2023,"2023-10-01","2023-10-31","NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued",336,0,7,10
2023,"2023-10-01","2023-10-31","NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued",225,0,5,10
2023,"2023-10-01","2023-10-31","NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued",15,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued",10,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued",7,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Outer Regional Australia","40-64","mobile_phone_use","Police issued",9,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Remote Australia","17-25","mobile_phone_use","Police issued",2,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Remote Australia","26-39","mobile_phone_use","Police issued",2,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Unknown","17-25","mobile_phone_use","Police issued",2,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Unknown","26-39","mobile_phone_use","Police issued",4,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Unknown","65 and over","mobile_phone_use","Police issued",1,0,0,10
2023,"2023-10-01","2023-10-31","NSW","Very Remote Australia","26-39","mobile_phone_use","Police issued",1,0,0,10
2023,"2023-10-01","2023-10-31","NT","Unknown","17-25","mobile_phone_use","Police issued",5,0,1,10
2023,"2023-10-01","2023-10-31","NT","Unknown","26-39","mobile_phone_use","Police issued",8,0,0,10
2023,"2023-10-01","2023-10-31","NT","Unknown","40-64","mobile_phone_use","Police issued",5,0,0,10
2023,"2023-10-01","2023-10-31","NT","Unknown","65 and over","mobile_phone_use","Police issued",1,0,0,10
2023,"2023-10-01","2023-10-31","SA","Unknown","0-16","mobile_phone_use","Police issued",0,0,0,10
2023,"2023-10-01","2023-10-31","SA","Unknown","17-25","mobile_phone_use","Police issued",117,0,0,10
2023,"2023-10-01","2023-10-31","SA","Unknown","26-39","mobile_phone_use","Police issued",169,0,0,10
2023,"2023-10-01","2023-10-31","SA","Unknown","40-64","mobile_phone_use","Police issued",136,0,0,10
2023,"2023-10-01","2023-10-31","SA","Unknown","65 and over","mobile_phone_use","Police issued",33,0,0,10
2023,"2023-10-01","2023-10-31","TAS","Unknown","17-25","mobile_phone_use","Fixed or mobile camera",27,0,0,10
2023,"2023-10-01","2023-10-31","TAS","Unknown","17-25","mobile_phone_use","Police issued",35,0,1,10
2023,"2023-10-01","2023-10-31","TAS","Unknown","26-39","mobile_phone_use","Fixed or mobile camera",123,0,0,10
2023,"2023-10-01","2023-10-31","TAS","Unknown","26-39","mobile_phone_use","Police issued",41,0,0,10
2023,"2023-10-01","2023-10-31","TAS","Unknown","40-64","mobile_phone_use","Fixed or mobile camera",110,0,0,10
2023,"2023-10-01","2023-10-31","TAS","Unknown","40-64","mobile_phone_use","Police issued",47,0,0,10
2023,"2023-10-01","2023-10-31","TAS","Unknown","65 and over","mobile_phone_use","Fixed or mobile camera",16,0,0,10
2023,"2023-10-01","2023-10-31","TAS","Unknown","65 and over","mobile_phone_use","Police issued",5,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Inner Regional Australia","17-25","mobile_phone_use","Mobile camera",37,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Inner Regional Australia","17-25","mobile_phone_use","Police issued",38,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Inner Regional Australia","26-39","mobile_phone_use","Mobile camera",155,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Inner Regional Australia","26-39","mobile_phone_use","Police issued",87,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Inner Regional Australia","40-64","mobile_phone_use","Mobile camera",175,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Inner Regional Australia","40-64","mobile_phone_use","Police issued",64,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Inner Regional Australia","65 and over","mobile_phone_use","Mobile camera",27,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Inner Regional Australia","65 and over","mobile_phone_use","Police issued",6,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Major Cities of Australia","17-25","mobile_phone_use","Mobile camera",261,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Major Cities of Australia","17-25","mobile_phone_use","Police issued",228,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Major Cities of Australia","26-39","mobile_phone_use","Mobile camera",1466,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Major Cities of Australia","26-39","mobile_phone_use","Police issued",565,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Major Cities of Australia","40-64","mobile_phone_use","Mobile camera",1753,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Major Cities of Australia","40-64","mobile_phone_use","Police issued",425,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Major Cities of Australia","65 and over","mobile_phone_use","Mobile camera",255,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Major Cities of Australia","65 and over","mobile_phone_use","Police issued",39,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Outer Regional Australia","17-25","mobile_phone_use","Police issued",8,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Outer Regional Australia","26-39","mobile_phone_use","Police issued",12,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Outer Regional Australia","40-64","mobile_phone_use","Police issued",18,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Outer Regional Australia","65 and over","mobile_phone_use","Police issued",5,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Unknown","26-39","mobile_phone_use","Mobile camera",3,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Unknown","26-39","mobile_phone_use","Police issued",6,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Unknown","40-64","mobile_phone_use","Mobile camera",21,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Unknown","40-64","mobile_phone_use","Police issued",1,0,0,10
2023,"2023-10-01","2023-10-31","VIC","Unknown","65 and over","mobile_phone_use","Mobile camera",3,0,0,10
2023,"2023-10-01","2023-10-31","WA","Unknown","17-25","mobile_phone_use","Police issued",52,0,0,10
2023,"2023-10-01","2023-10-31","WA","Unknown","26-39","mobile_phone_use","Police issued",92,0,0,10
2023,"2023-10-01","2023-10-31","WA","Unknown","26-39","mobile_phone_use","Unknown",0,0,2,10
2023,"2023-10-01","2023-10-31","WA","Unknown","40-64","mobile_phone_use","Police issued",101,0,0,10
2023,"2023-10-01","2023-10-31","WA","Unknown","40-64","mobile_phone_use","Unknown",0,0,3,10
2023,"2023-10-01","2023-10-31","WA","Unknown","65 and over","mobile_phone_use","Police issued",10,0,0,10
2023,"2023-11-01","2023-11-30","ACT","Major Cities of Australia","0-16","mobile_phone_use","Police issued",1,0,0,11
2023,"2023-11-01","2023-11-30","ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued",6,0,0,11
2023,"2023-11-01","2023-11-30","ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued",7,0,0,11
2023,"2023-11-01","2023-11-30","ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued",5,0,0,11
2023,"2023-11-01","2023-11-30","ACT","Major Cities of Australia","65 and over","mobile_phone_use","Police issued",1,0,0,11
2023,"2023-11-01","2023-11-30","NSW","Inner Regional Australia","0-16","mobile_phone_use","Police issued",3,0,0,11
2023,"2023-11-01","2023-11-30","NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued",53,0,0,11
2023,"2023-11-01","2023-11-30","NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued",67,0,0,11
2023,"2023-11-01","2023-11-30","NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued",59,0,0,11
2023,"2023-11-01","2023-11-30","NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued",5,0,0,11
2023,"2023-11-01","2023-11-30","NSW","Major Cities of Australia","0-16","mobile_phone_use","Police issued",1,0,0,11
2023,"2023-11-01","2023-11-30","NSW","Major Cities of Australia","17-25","mobile_phone_use","Police issued",237,0,5,11
2023,"2023-11-01","2023-11-30","NSW","Major Cities of Australia","26-39","mobile_phone_use","Police issued",302,0,2,11
2023,"2023-11-01","2023-11-30","NSW","Major Cities of Australia","40-64","mobile_phone_use","Police issued",237,0,2,11
2023,"2023-11-01","2023-11-30","NSW","Major Cities of Australia","65 and over","mobile_phone_use","Police issued",28,0,0,11
2023,"2023-11-01","2023-11-30","NSW","Outer Regional Australia","17-25","mobile_phone_use","Police issued",4,0,1,11
2023,"2023-11-01","2023-11-30","NSW","Outer Regional Australia","26-39","mobile_phone_use","Police issued",9,0,0,11
2023,"2023-11-01","2023-11-30","NSW","Outer Regional Australia","40-64","mobile_phone_use","Police issued",8,0,0,11
2023,"2023-11-01","2023-11-30","NSW","Remote Australia","17-25","mobile_phone_use","Police issued",1,0,0,11
2023,"2023-11-01","2023-11-30","NSW","Remote Australia","26-39","mobile_phone_use","Police issued",3,0,0,11
2023,"2023-11-01","2023-11-30","NSW","Unknown","17-25","mobile_phone_use","Police issued",1,0,0,11
2023,"2023-11-01","2023-11-30","NT","Unknown","17-25","mobile_phone_use","Police issued",4,0,1,11
2023,"2023-11-01","2023-11-30","NT","Unknown","26-39","mobile_phone_use","Police issued",7,1,1,11
2023,"2023-11-01","2023-11-30","NT","Unknown","40-64","mobile_phone_use","Police issued",6,0,0,11
2023,"2023-11-01","2023-11-30","NT","Unknown","65 and over","mobile_phone_use","Police issued",1,0,0,11
2023,"2023-11-01","2023-11-30","SA","Unknown","0-16","mobile_phone_use","Police issued",0,0,0,11
2023,"2023-11-01","2023-11-30","SA","Unknown","17-25","mobile_phone_use","Police issued",104,0,0,11
2023,"2023-11-01","2023-11-30","SA","Unknown","26-39","mobile_phone_use","Police issued",177,0,0,11
2023,"2023-11-01","2023-11-30","SA","Unknown","40-64","mobile_phone_use","Police issued",139,0,0,11
2023,"2023-11-01","2023-11-30","SA","Unknown","65 and over","mobile_phone_use","Police issued",21,0,0,11
2023,"2023-11-01","2023-11-30","TAS","Unknown","17-25","mobile_phone_use","Fixed or mobile camera",29,0,0,11
2023,"2023-11-01","2023-11-30","TAS","Unknown","17-25","mobile_phone_use","Police issued",34,0,6,11
2023,"2023-11-01","2023-11-30","TAS","Unknown","26-39","mobile_phone_use","Fixed or mobile camera",132,0,0,11
2023,"2023-11-01","2023-11-30","TAS","Unknown","26-39","mobile_phone_use","Police issued",69,0,2,11
2023,"2023-11-01","2023-11-30","TAS","Unknown","40-64","mobile_phone_use","Fixed or mobile camera",146,0,0,11
2023,"2023-11-01","2023-11-30","TAS","Unknown","40-64","mobile_phone_use","Police issued",50,0,1,11
2023,"2023-11-01","2023-11-30","TAS","Unknown","65 and over","mobile_phone_use","Fixed or mobile camera",21,0,0,11
2023,"2023-11-01","2023-11-30","TAS","Unknown","65 and over","mobile_phone_use","Police issued",6,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Inner Regional Australia","17-25","mobile_phone_use","Mobile camera",30,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Inner Regional Australia","17-25","mobile_phone_use","Police issued",37,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Inner Regional Australia","26-39","mobile_phone_use","Mobile camera",213,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Inner Regional Australia","26-39","mobile_phone_use","Police issued",61,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Inner Regional Australia","40-64","mobile_phone_use","Mobile camera",262,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Inner Regional Australia","40-64","mobile_phone_use","Police issued",39,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Inner Regional Australia","65 and over","mobile_phone_use","Mobile camera",48,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Inner Regional Australia","65 and over","mobile_phone_use","Police issued",1,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Major Cities of Australia","17-25","mobile_phone_use","Mobile camera",220,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Major Cities of Australia","17-25","mobile_phone_use","Police issued",291,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Major Cities of Australia","26-39","mobile_phone_use","Mobile camera",1366,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Major Cities of Australia","26-39","mobile_phone_use","Police issued",681,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Major Cities of Australia","40-64","mobile_phone_use","Mobile camera",1654,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Major Cities of Australia","40-64","mobile_phone_use","Police issued",523,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Major Cities of Australia","65 and over","mobile_phone_use","Mobile camera",247,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Major Cities of Australia","65 and over","mobile_phone_use","Police issued",50,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Outer Regional Australia","17-25","mobile_phone_use","Police issued",5,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Outer Regional Australia","26-39","mobile_phone_use","Police issued",26,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Outer Regional Australia","40-64","mobile_phone_use","Mobile camera",3,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Outer Regional Australia","40-64","mobile_phone_use","Police issued",18,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Outer Regional Australia","65 and over","mobile_phone_use","Police issued",5,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Unknown","17-25","mobile_phone_use","Mobile camera",11,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Unknown","26-39","mobile_phone_use","Mobile camera",76,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Unknown","26-39","mobile_phone_use","Police issued",6,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Unknown","40-64","mobile_phone_use","Mobile camera",77,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Unknown","40-64","mobile_phone_use","Police issued",2,0,0,11
2023,"2023-11-01","2023-11-30","VIC","Unknown","65 and over","mobile_phone_use","Mobile camera",6,0,0,11
2023,"2023-11-01","2023-11-30","WA","Unknown","17-25","mobile_phone_use","Police issued",57,0,0,11
